time_offset, x, y, speed
502.000000,508847.192542,434384.106812,6.081313
503.000000,508853.094530,434384.407841,6.002726
504.000000,508859.039226,434385.042523,6.011102
505.000000,508865.008831,434386.171602,5.958502
506.000000,508870.374334,434387.347919,5.679709
507.000000,508875.497487,434389.931165,5.495348
508.000000,508880.497531,434392.942642,5.296387
509.000000,508884.432583,434397.170034,4.966115
510.000000,508887.347940,434402.477012,4.819420
511.000000,508889.059712,434407.745889,4.400750
512.000000,508890.377757,434413.229093,4.462347
513.000000,508890.964629,434417.578954,3.822676
514.000000,508891.340651,434422.262699,3.986926
515.000000,508891.519023,434424.347682,2.676838
516.000000,508891.385091,434425.462294,1.883441
517.000000,508891.193305,434426.310647,1.481432
518.000000,508891.002322,434427.175489,1.335661
519.000000,508890.857166,434428.106585,1.294551
520.000000,508890.847523,434429.627791,1.387338
521.000000,508890.781591,434430.858596,1.196408
522.000000,508890.628789,434431.328576,0.854984
523.000000,508890.597116,434432.623191,1.067966
524.000000,508890.254309,434433.749574,1.026576
525.000000,508889.981478,434434.792733,0.891165
526.000000,508889.724640,434435.161291,0.493723
527.000000,508889.520210,434435.181154,0.163061
528.000000,508889.347039,434434.555303,0.002367
529.000000,508889.515289,434434.323845,0.216240
530.000000,508889.648077,434434.296058,0.378673
531.000000,508889.762813,434434.843947,0.359877
532.000000,508889.583450,434435.668928,0.546542
533.000000,508889.440315,434436.041894,0.397473
534.000000,508889.076639,434436.824313,0.778322
535.000000,508888.265629,434437.296623,1.012371
536.000000,508887.143197,434438.135485,1.201966
537.000000,508886.071594,434439.695641,1.403876
538.000000,508885.026024,434441.552498,1.478940
539.000000,508883.346194,434442.974571,1.514080
540.000000,508880.938842,434444.465905,2.149716
541.000000,508877.383145,434446.294248,3.287724
542.000000,508872.919930,434447.528655,3.915996
543.000000,508868.103596,434448.144000,4.118061
544.000000,508863.199963,434448.701378,4.160658
545.000000,508859.216075,434448.621468,3.437695
546.000000,508855.972891,434447.966153,2.809032
547.000000,508853.629874,434446.989123,2.007839
548.000000,508851.647696,434446.264423,1.430473
549.000000,508850.921754,434445.640195,0.811889
